Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month,Month Number,Quarter,Profit Margin %
CA-2014-103373,2014-05-18,2014-05-24,BS-11755,Bruce Stewart,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,779.796,2,0.4,-168.9558,2014,May,5,2,-21.666666666666668
CA-2017-145884,2017-10-21,2017-10-21,SL-20155,Sara Luxemburg,United States,Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,Technology,Phones,1439.92,8,0.0,374.3792,2017,October,10,4,26.0
CA-2017-145884,2017-10-21,2017-10-21,SL-20155,Sara Luxemburg,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,Furniture,Tables,262.11,1,0.0,62.9064,2017,October,10,4,24.0
CA-2015-131422,2015-11-05,2015-11-09,GB-14530,George Bell,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,Furniture,Chairs,207.0,3,0.2,25.875,2015,November,11,4,12.5
CA-2017-162691,2017-08-01,2017-08-07,AS-10045,Aaron Smayling,United States,Austin,Texas,78745,Central,TEC-MA-10000488,Technology,Machines,1439.982,3,0.4,-263.9967,2017,August,8,3,-18.333333333333332
CA-2017-162691,2017-08-01,2017-08-07,AS-10045,Aaron Smayling,United States,Austin,Texas,78745,Central,OFF-PA-10003729,Office Supplies,Paper,36.288,7,0.2,12.7008,2017,August,8,3,35.0
CA-2014-141278,2014-06-21,2014-06-24,RM-19375,Raymond Messe,United States,Meriden,Connecticut,6450,East,OFF-AR-10003056,Office Supplies,Art,21.4,5,0.0,6.206,2014,June,6,2,29.000000000000004
CA-2017-122693,2017-02-19,2017-02-21,NH-18610,Nicole Hansen,United States,Roswell,Georgia,30076,South,OFF-AP-10002518,Office Supplies,Appliances,1245.86,7,0.0,361.2994,2017,February,2,1,29.000000000000004
CA-2014-117345,2014-08-01,2014-08-05,BF-10975,Barbara Fisher,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,Office Supplies,Labels,17.544,3,0.2,5.9211,2014,August,8,3,33.75
CA-2014-117345,2014-08-01,2014-08-05,BF-10975,Barbara Fisher,United States,Charlotte,North Carolina,28205,South,FUR-FU-10000629,Furniture,Furnishings,44.128,4,0.2,12.1352,2014,August,8,3,27.499999999999996
CA-2014-117345,2014-08-01,2014-08-05,BF-10975,Barbara Fisher,United States,Charlotte,North Carolina,28205,South,OFF-AP-10001005,Office Supplies,Appliances,62.92,1,0.2,10.2245,2014,August,8,3,16.25
CA-2014-117345,2014-08-01,2014-08-05,BF-10975,Barbara Fisher,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364,2014,August,8,3,37.5
CA-2016-157763,2016-07-18,2016-07-23,KH-16330,Katharine Harms,United States,Bowling Green,Kentucky,42104,South,FUR-CH-10000988,Furniture,Chairs,140.81,1,0.0,39.4268,2016,July,7,3,27.999999999999996
CA-2015-135391,2015-02-09,2015-02-11,FA-14230,Frank Atkinson,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,Office Supplies,Labels,40.096,4,0.2,13.5324,2015,February,2,1,33.75000000000001
CA-2015-135391,2015-02-09,2015-02-11,FA-14230,Frank Atkinson,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,40.784,2,0.6,-30.588,2015,February,2,1,-75.0
US-2017-113852,2017-07-29,2017-08-02,GW-14605,Giulietta Weimer,United States,Seattle,Washington,98115,West,TEC-AC-10003027,Technology,Accessories,90.57,3,0.0,11.7741,2017,July,7,3,13.0
US-2017-158512,2017-01-12,2017-01-17,DA-13450,Dianna Arnett,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Office Supplies,Paper,40.08,6,0.0,19.2384,2017,January,1,1,48.0
US-2017-158512,2017-01-12,2017-01-17,DA-13450,Dianna Arnett,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,Furniture,Furnishings,37.68,2,0.0,15.8256,2017,January,1,1,42.0
CA-2017-128370,2017-09-10,2017-09-10,FH-14275,Frank Hawley,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,362.352,3,0.2,27.1764,2017,September,9,3,7.500000000000001
CA-2017-128370,2017-09-10,2017-09-10,FH-14275,Frank Hawley,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,7.184,2,0.2,2.245,2017,September,9,3,31.25
CA-2015-160472,2015-07-20,2015-07-25,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614,Central,OFF-ST-10000464,Office Supplies,Storage,34.76,1,0.0,9.7328,2015,July,7,3,27.999999999999996
CA-2015-160472,2015-07-20,2015-07-25,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614,Central,TEC-AC-10002253,Technology,Accessories,831.2,5,0.0,124.68,2015,July,7,3,15.0
CA-2015-160472,2015-07-20,2015-07-25,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614,Central,OFF-PA-10000528,Office Supplies,Paper,26.4,5,0.0,11.88,2015,July,7,3,45.00000000000001
CA-2015-160472,2015-07-20,2015-07-25,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614,Central,OFF-EN-10000483,Office Supplies,Envelopes,106.75,7,0.0,49.105,2015,July,7,3,46.0
CA-2015-160472,2015-07-20,2015-07-25,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,Office Supplies,Paper,97.82,2,0.0,45.9754,2015,July,7,3,47.0
CA-2015-160472,2015-07-20,2015-07-25,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614,Central,OFF-ST-10003442,Office Supplies,Storage,141.4,5,0.0,38.178,2015,July,7,3,26.999999999999996
CA-2014-114643,2014-06-13,2014-06-17,FM-14215,Filia McAdams,United States,Los Angeles,California,90032,West,OFF-AR-10003631,Office Supplies,Art,14.52,3,0.0,4.7916,2014,June,6,2,33.0
US-2017-158218,2017-05-12,2017-05-15,AC-10420,Alyssa Crouse,United States,Houston,Texas,77041,Central,OFF-ST-10000563,Office Supplies,Storage,127.92,5,0.2,-15.99,2017,May,5,2,-12.5
US-2017-158218,2017-05-12,2017-05-15,AC-10420,Alyssa Crouse,United States,Houston,Texas,77041,Central,OFF-BI-10002133,Office Supplies,Binders,34.24,4,0.8,-53.072,2017,May,5,2,-155.0
CA-2015-121608,2015-09-03,2015-09-05,JB-15400,Jennifer Braxton,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,137.62,2,0.0,60.5528,2015,September,9,3,43.99999999999999
CA-2015-121608,2015-09-03,2015-09-05,JB-15400,Jennifer Braxton,United States,Bristol,Connecticut,6010,East,TEC-PH-10004959,Technology,Phones,100.49,1,0.0,25.1225,2015,September,9,3,25.0
US-2017-121251,2017-03-26,2017-03-27,GM-14440,Gary McGarr,United States,New York City,New York,10009,East,FUR-BO-10001918,Furniture,Bookcases,257.568,2,0.2,-28.9764,2017,March,3,1,-11.250000000000002
US-2017-121251,2017-03-26,2017-03-27,GM-14440,Gary McGarr,United States,New York City,New York,10009,East,TEC-PH-10004896,Technology,Phones,119.96,4,0.0,33.5888,2017,March,3,1,28.000000000000004
CA-2014-151078,2014-11-12,2014-11-12,RF-19840,Roy Französisch,United States,San Antonio,Texas,78207,Central,OFF-ST-10001328,Office Supplies,Storage,49.632,4,0.2,4.9632,2014,November,11,4,10.0
US-2016-100839,2016-10-13,2016-10-17,NC-18625,Noah Childs,United States,Aurora,Colorado,80013,West,FUR-TA-10004575,Furniture,Tables,727.45,5,0.5,-465.568,2016,October,10,4,-63.99999999999999
US-2016-100839,2016-10-13,2016-10-17,NC-18625,Noah Childs,United States,Aurora,Colorado,80013,West,FUR-FU-10001617,Furniture,Furnishings,24.96,3,0.2,4.368,2016,October,10,4,17.5
US-2017-116659,2017-11-12,2017-11-12,NG-18355,Nat Gilpin,United States,Newark,Ohio,43055,East,TEC-PH-10002824,Technology,Phones,370.782,3,0.4,-92.6955,2017,November,11,4,-25.0
CA-2017-118857,2017-04-15,2017-04-18,AH-10075,Adam Hart,United States,Henderson,Nevada,89015,West,FUR-FU-10004460,Furniture,Furnishings,196.45,5,0.0,70.722,2017,April,4,2,36.0
CA-2015-127110,2015-06-25,2015-07-01,CH-12070,Cathy Hwang,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,31.104,6,0.2,10.8864,2015,June,6,2,35.0
CA-2015-127110,2015-06-25,2015-07-01,CH-12070,Cathy Hwang,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002554,Office Supplies,Storage,78.256,2,0.2,-17.6076,2015,June,6,2,-22.5
CA-2016-148201,2016-08-26,2016-08-29,CC-12145,Charles Crestani,United States,Seattle,Washington,98103,West,OFF-PA-10000019,Office Supplies,Paper,6.48,1,0.0,3.1104,2016,August,8,3,47.99999999999999
CA-2014-116932,2014-07-21,2014-07-25,ME-18010,Michelle Ellison,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,99.2,5,0.0,25.792,2014,July,7,3,26.0
CA-2014-116932,2014-07-21,2014-07-25,ME-18010,Michelle Ellison,United States,San Francisco,California,94122,West,FUR-CH-10001215,Furniture,Chairs,801.568,2,0.2,50.098,2014,July,7,3,6.25
CA-2014-116932,2014-07-21,2014-07-25,ME-18010,Michelle Ellison,United States,San Francisco,California,94122,West,FUR-TA-10004175,Furniture,Tables,272.848,1,0.2,27.2848,2014,July,7,3,10.0
CA-2017-142888,2017-11-21,2017-11-25,BP-11230,Benjamin Patterson,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Furniture,Tables,70.98,1,0.0,20.5842,2017,November,11,4,28.999999999999996
CA-2014-147914,2014-06-04,2014-06-09,MP-17470,Mark Packer,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,16.224,2,0.2,5.8812,2014,June,6,2,36.25
US-2016-112977,2016-03-10,2016-03-16,CJ-12010,Caroline Jumper,United States,Long Beach,New York,11561,East,FUR-BO-10003272,Furniture,Bookcases,176.784,1,0.2,-22.098,2016,March,3,1,-12.5
CA-2017-112039,2017-03-25,2017-03-29,JC-15775,John Castell,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,470.376,3,0.2,47.0376,2017,March,3,1,10.0
CA-2017-118885,2017-12-29,2018-01-02,JG-15160,James Galang,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,393.568,4,0.2,-44.2764,2017,December,12,4,-11.250000000000002
CA-2017-118885,2017-12-29,2018-01-02,JG-15160,James Galang,United States,Los Angeles,California,90049,West,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782,2017,December,12,4,7.500000000000001
US-2017-166611,2017-03-28,2017-04-02,CK-12760,Cyma Kinney,United States,Jacksonville,Florida,32216,South,OFF-BI-10001191,Office Supplies,Binders,68.742,9,0.7,-48.1194,2017,March,3,1,-70.0
CA-2015-109512,2015-03-05,2015-03-05,LF-17185,Luke Foster,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,29.34,3,0.0,14.67,2015,March,3,1,50.0
CA-2015-109512,2015-03-05,2015-03-05,LF-17185,Luke Foster,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,383.607,7,0.1,63.9345,2015,March,3,1,16.666666666666664
CA-2015-109512,2015-03-05,2015-03-05,LF-17185,Luke Foster,United States,New York City,New York,10011,East,OFF-ST-10000689,Office Supplies,Storage,563.4,4,0.0,67.608,2015,March,3,1,12.000000000000002
CA-2016-118570,2016-11-13,2016-11-17,CC-12430,Chuck Clark,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001289,Office Supplies,Paper,217.056,7,0.2,78.6828,2016,November,11,4,36.25
CA-2017-154718,2017-01-19,2017-01-23,DL-12865,Dan Lawera,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,6.0,2,0.2,2.1,2017,January,1,1,35.0
CA-2016-147578,2016-04-22,2016-04-26,PG-18895,Paul Gonzalez,United States,San Francisco,California,94122,West,FUR-FU-10001889,Furniture,Furnishings,31.56,3,0.0,10.4148,2016,April,4,2,33.0
CA-2014-140165,2014-05-13,2014-05-15,EH-14005,Erica Hernandez,United States,Hialeah,Florida,33012,South,OFF-FA-10002815,Office Supplies,Fasteners,7.104,2,0.2,2.3976,2014,May,5,2,33.75
CA-2014-140165,2014-05-13,2014-05-15,EH-14005,Erica Hernandez,United States,Hialeah,Florida,33012,South,OFF-BI-10004519,Office Supplies,Binders,398.352,8,0.7,-331.96,2014,May,5,2,-83.33333333333334
CA-2014-142587,2014-10-21,2014-10-22,TB-21520,Tracy Blumstein,United States,Fairfield,Ohio,45014,East,OFF-AP-10004708,Office Supplies,Appliances,121.792,4,0.2,13.7016,2014,October,10,4,11.249999999999998
CA-2014-142587,2014-10-21,2014-10-22,TB-21520,Tracy Blumstein,United States,Fairfield,Ohio,45014,East,FUR-TA-10000617,Furniture,Tables,409.59,3,0.4,-122.877,2014,October,10,4,-30.0
CA-2014-157623,2014-03-14,2014-03-18,DK-13225,Dean Katz,United States,Huntington Beach,California,92646,West,OFF-PA-10001204,Office Supplies,Paper,10.56,2,0.0,4.752,2014,March,3,1,44.99999999999999
CA-2014-157623,2014-03-14,2014-03-18,DK-13225,Dean Katz,United States,Huntington Beach,California,92646,West,OFF-AR-10003723,Office Supplies,Art,3.38,1,0.0,1.2506,2014,March,3,1,37.0
CA-2017-145310,2017-12-22,2017-12-24,JP-15520,Jeremy Pistek,United States,Port Orange,Florida,32127,South,OFF-EN-10002621,Office Supplies,Envelopes,7.824,1,0.2,2.934,2017,December,12,4,37.50000000000001
CA-2016-100083,2016-11-24,2016-11-29,CD-11980,Carol Darley,United States,Medford,Oregon,97504,West,OFF-PA-10000241,Office Supplies,Paper,24.784,1,0.2,7.745,2016,November,11,4,31.25
US-2017-108063,2017-12-02,2017-12-05,AS-10090,Adam Shillingsburg,United States,Charlottesville,Virginia,22901,South,OFF-AR-10001446,Office Supplies,Art,34.65,3,0.0,10.395,2017,December,12,4,30.0
CA-2015-109197,2015-12-31,2016-01-04,JO-15280,Jas O'Carroll,United States,Missoula,Montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,487.984,2,0.2,152.495,2015,December,12,4,31.25
CA-2017-141789,2017-10-03,2017-10-06,AC-10450,Amy Cox,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,1793.98,2,0.0,843.1706,2017,October,10,4,47.0
CA-2014-169775,2014-08-29,2014-09-02,RA-19945,Ryan Akin,United States,Miami,Florida,33178,South,OFF-EN-10001749,Office Supplies,Envelopes,29.808,2,0.2,10.8054,2014,August,8,3,36.25000000000001
CA-2014-169775,2014-08-29,2014-09-02,RA-19945,Ryan Akin,United States,Miami,Florida,33178,South,OFF-BI-10004390,Office Supplies,Binders,505.176,4,0.7,-336.784,2014,August,8,3,-66.66666666666666
CA-2014-169775,2014-08-29,2014-09-02,RA-19945,Ryan Akin,United States,Miami,Florida,33178,South,FUR-TA-10001857,Furniture,Tables,174.0585,3,0.45,-110.7645,2014,August,8,3,-63.63636363636363
CA-2016-140543,2016-06-29,2016-07-03,Co-12640,Corey-Lock,United States,Florence,South Carolina,29501,South,OFF-ST-10000563,Office Supplies,Storage,191.88,6,0.0,19.188,2016,June,6,2,10.0
CA-2016-151141,2016-08-20,2016-08-23,DW-13480,Dianna Wilson,United States,Detroit,Michigan,48205,Central,TEC-PH-10004924,Technology,Phones,14.78,2,0.0,3.9906,2016,August,8,3,27.0
CA-2017-167094,2017-10-21,2017-10-22,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477,West,OFF-PA-10003953,Office Supplies,Paper,5.184,1,0.2,1.8144,2017,October,10,4,35.0
CA-2017-167094,2017-10-21,2017-10-22,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477,West,FUR-CH-10000155,Furniture,Chairs,478.48,2,0.2,47.848,2017,October,10,4,10.0
CA-2017-167094,2017-10-21,2017-10-22,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477,West,TEC-AC-10003116,Technology,Accessories,28.4,2,0.2,6.745,2017,October,10,4,23.75
CA-2017-154410,2017-10-21,2017-10-24,MD-17860,Michael Dominguez,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10002743,Office Supplies,Storage,909.12,8,0.0,9.0912,2017,October,10,4,1.0
US-2016-150567,2016-05-17,2016-05-21,RP-19855,Roy Phan,United States,Apopka,Florida,32712,South,OFF-BI-10001757,Office Supplies,Binders,2.952,2,0.7,-2.1648,2016,May,5,2,-73.33333333333334
US-2016-150567,2016-05-17,2016-05-21,RP-19855,Roy Phan,United States,Apopka,Florida,32712,South,OFF-BI-10000069,Office Supplies,Binders,27.018,6,0.7,-21.6144,2016,May,5,2,-80.0
CA-2015-157959,2015-02-03,2015-02-04,RW-19540,Rick Wilson,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,136.92,4,0.0,41.076,2015,February,2,1,30.000000000000004
CA-2017-105886,2017-12-18,2017-12-23,DB-13660,Duane Benoit,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,18.96,2,0.0,8.532,2017,December,12,4,44.99999999999999
CA-2016-105963,2016-11-15,2016-11-22,SC-20770,Stewart Carmichael,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,99.39,3,0.0,40.7499,2016,November,11,4,41.0
CA-2017-121503,2017-07-03,2017-07-06,FH-14275,Frank Hawley,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,273.896,7,0.2,92.4399,2017,July,7,3,33.75
CA-2017-121503,2017-07-03,2017-07-06,FH-14275,Frank Hawley,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,597.132,3,0.4,49.761,2017,July,7,3,8.333333333333334
CA-2014-103366,2014-01-15,2014-01-17,EH-13990,Erica Hackney,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,149.95,5,0.0,65.978,2014,January,1,1,44.0
CA-2017-124597,2017-04-30,2017-05-05,AS-10630,Ann Steele,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Office Supplies,Labels,4.608,2,0.2,1.6704,2017,April,4,2,36.25000000000001
CA-2017-124597,2017-04-30,2017-05-05,AS-10630,Ann Steele,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Office Supplies,Art,15.528,3,0.2,4.8525,2017,April,4,2,31.25
CA-2017-124597,2017-04-30,2017-05-05,AS-10630,Ann Steele,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Office Supplies,Labels,11.952,3,0.2,3.8844,2017,April,4,2,32.5
CA-2015-105634,2015-11-08,2015-11-14,HA-14905,Helen Abelman,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,11.65,5,0.0,3.3785,2015,November,11,4,28.999999999999996
CA-2015-123673,2015-10-30,2015-11-01,CH-12070,Cathy Hwang,United States,Detroit,Michigan,48227,Central,TEC-PH-10001809,Technology,Phones,299.9,2,0.0,74.975,2015,October,10,4,25.0
US-2017-111423,2017-08-17,2017-08-19,EH-13765,Edward Hooks,United States,Watertown,New York,13601,East,OFF-BI-10003091,Office Supplies,Binders,895.92,5,0.2,302.373,2017,August,8,3,33.75
US-2017-111423,2017-08-17,2017-08-19,EH-13765,Edward Hooks,United States,Watertown,New York,13601,East,FUR-CH-10003981,Furniture,Chairs,462.564,2,0.1,97.6524,2017,August,8,3,21.11111111111111
CA-2015-125178,2015-10-03,2015-10-09,MZ-17515,Mary Zewe,United States,Reading,Pennsylvania,19601,East,OFF-ST-10002562,Office Supplies,Storage,15.008,2,0.2,1.5008,2015,October,10,4,10.0
CA-2016-156685,2016-07-08,2016-07-10,SC-20230,Scot Coram,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,863.64,9,0.2,107.955,2016,July,7,3,12.5
CA-2016-156685,2016-07-08,2016-07-10,SC-20230,Scot Coram,United States,Arlington,Texas,76017,Central,OFF-AR-10000588,Office Supplies,Art,47.616,3,0.2,3.5712,2016,July,7,3,7.5
CA-2017-126865,2017-12-05,2017-12-07,NP-18325,Naresj Patel,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,92.94,3,0.0,41.823,2017,December,12,4,45.0
CA-2017-102834,2017-03-09,2017-03-13,LW-16990,Lindsay Williams,United States,San Francisco,California,94110,West,TEC-AC-10001908,Technology,Accessories,199.98,2,0.0,69.993,2017,March,3,1,35.0
US-2016-139710,2016-06-09,2016-06-15,GM-14680,Greg Matthias,United States,Los Angeles,California,90045,West,TEC-PH-10001198,Technology,Phones,177.48,3,0.2,19.9665,2016,June,6,2,11.25
CA-2017-121538,2017-11-28,2017-12-01,RH-19495,Rick Hansen,United States,Denver,Colorado,80219,West,OFF-PA-10004071,Office Supplies,Paper,88.768,2,0.2,31.0688,2017,November,11,4,35.0
US-2017-101539,2017-03-16,2017-03-18,VM-21685,Valerie Mitchum,United States,Seattle,Washington,98105,West,OFF-PA-10001972,Office Supplies,Paper,6.48,1,0.0,3.1104,2017,March,3,1,47.99999999999999
US-2017-101539,2017-03-16,2017-03-18,VM-21685,Valerie Mitchum,United States,Seattle,Washington,98105,West,OFF-ST-10004180,Office Supplies,Storage,46.51,1,0.0,1.8604,2017,March,3,1,4.0
US-2017-101539,2017-03-16,2017-03-18,VM-21685,Valerie Mitchum,United States,Seattle,Washington,98105,West,TEC-PH-10004165,Technology,Phones,659.976,3,0.2,49.4982,2017,March,3,1,7.5
CA-2016-152121,2016-11-27,2016-11-29,CC-12670,Craig Carreira,United States,Scottsdale,Arizona,85254,West,TEC-PH-10002483,Technology,Phones,271.992,1,0.2,23.7993,2016,November,11,4,8.75
CA-2017-161200,2017-08-06,2017-08-10,SV-20365,Seth Vernon,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,145.74,3,0.0,23.3184,2017,August,8,3,16.0
CA-2017-161200,2017-08-06,2017-08-10,SV-20365,Seth Vernon,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,15.4,5,0.0,7.392,2017,August,8,3,48.00000000000001
CA-2017-101245,2017-11-27,2017-12-03,LW-16990,Lindsay Williams,United States,San Francisco,California,94109,West,OFF-PA-10003129,Office Supplies,Paper,244.55,5,0.0,114.9385,2017,November,11,4,47.0
CA-2017-101245,2017-11-27,2017-12-03,LW-16990,Lindsay Williams,United States,San Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,166.16,8,0.0,59.8176,2017,November,11,4,36.0
CA-2015-141768,2015-05-25,2015-05-27,NP-18685,Nora Pelletier,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,14.73,3,0.0,4.8609,2015,May,5,2,33.0
CA-2016-112109,2016-07-08,2016-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,19.968,2,0.7,-13.312,2016,July,7,3,-66.66666666666666
CA-2016-112109,2016-07-08,2016-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,33.488,7,0.2,-1.2558,2016,July,7,3,-3.75
CA-2016-112109,2016-07-08,2016-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,8.736,4,0.7,-6.1152,2016,July,7,3,-70.0
CA-2016-112109,2016-07-08,2016-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,662.88,3,0.2,74.574,2016,July,7,3,11.25
CA-2017-144064,2017-08-29,2017-09-01,CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,47.36,4,0.2,17.76,2017,August,8,3,37.50000000000001
CA-2017-144064,2017-08-29,2017-09-01,CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,27.44,2,0.2,2.401,2017,August,8,3,8.75
CA-2017-144064,2017-08-29,2017-09-01,CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301,Central,OFF-BI-10002012,Office Supplies,Binders,3.24,9,0.8,-5.184,2017,August,8,3,-160.0
CA-2016-108581,2016-06-20,2016-06-26,EA-14035,Erin Ashbrook,United States,Carrollton,Texas,75007,Central,TEC-AC-10001109,Technology,Accessories,95.968,4,0.2,26.3912,2016,June,6,2,27.500000000000004
CA-2016-108581,2016-06-20,2016-06-26,EA-14035,Erin Ashbrook,United States,Carrollton,Texas,75007,Central,OFF-PA-10000809,Office Supplies,Paper,10.368,2,0.2,3.6288,2016,June,6,2,35.0
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,23.1,2,0.0,6.468,2017,September,9,3,27.999999999999996
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,11.54,2,0.0,3.462,2017,September,9,3,30.000000000000004
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,254.526,1,0.4,-93.3262,2017,September,9,3,-36.666666666666664
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,12.98,1,0.0,3.7642,2017,September,9,3,28.999999999999996
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,26.432,8,0.2,8.9208,2017,September,9,3,33.75
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,197.97,3,0.0,57.4113,2017,September,9,3,28.999999999999996
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,18.9,6,0.0,9.072,2017,September,9,3,48.0
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,1282.41,5,0.1,213.735,2017,September,9,3,16.666666666666664
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,4.92,3,0.0,2.214,2017,September,9,3,45.0
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,238.0,2,0.0,38.08,2017,September,9,3,16.0
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,167.97,3,0.0,40.3128,2017,September,9,3,24.000000000000004
CA-2017-157987,2017-09-02,2017-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,17.12,4,0.0,7.704,2017,September,9,3,44.99999999999999
CA-2017-110905,2017-09-10,2017-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807,Central,OFF-BI-10003669,Office Supplies,Binders,16.2,3,0.0,7.776,2017,September,9,3,48.0
CA-2017-110905,2017-09-10,2017-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807,Central,OFF-AP-10004785,Office Supplies,Appliances,33.99,3,0.0,14.6157,2017,September,9,3,43.0
